T;Ax;Ay;Az;CLASS
105650.00;0.86;-0.04;0.35;Positive
105700.00;0.63;-0.04;0.59;Positive
105750.00;0.36;-0.05;0.71;Positive
105800.00;0.20;-0.04;0.72;Positive
105850.00;-0.64;-0.27;0.71;Positive
105900.00;-1.27;0.12;1.02;Positive
105950.00;-1.08;0.03;0.92;Positive
106000.00;-0.44;-0.08;0.71;Positive
106050.00;-0.60;0.01;0.81;Positive
106100.00;-0.73;-0.01;0.85;Positive
106150.00;-0.62;0.00;0.77;Positive
106200.00;-0.63;-0.01;0.76;Positive
106250.00;-0.66;0.00;0.78;Positive
106300.00;-0.64;-0.01;0.79;Positive
106350.00;-0.66;-0.03;0.82;Positive
106400.00;-0.72;-0.00;0.82;Positive
106450.00;-0.72;0.03;0.88;Positive
106500.00;-0.95;0.10;1.04;Positive
106550.00;-0.84;-0.01;0.94;Positive
106600.00;-0.88;0.05;0.43;Positive
106650.00;0.25;-0.06;-0.97;Positive
106700.00;2.00;-0.86;-2.00;Positive
106750.00;0.66;0.46;0.05;Positive
106800.00;0.97;-0.39;-0.36;Positive
106850.00;1.13;-0.33;-0.20;Positive
106900.00;0.94;-0.14;-0.06;Positive
106950.00;1.01;-0.16;-0.05;Positive
107000.00;1.13;-0.16;-0.01;Positive
107050.00;0.92;-0.08;0.18;Positive
107100.00;0.83;-0.09;0.28;Positive
107150.00;0.40;-0.07;0.30;Positive
107200.00;-0.67;-0.09;0.40;Positive
107250.00;-1.30;0.21;0.96;Positive
107300.00;-1.56;-0.02;0.93;Positive
107350.00;-0.44;-0.03;0.65;Positive
107400.00;-0.59;0.01;0.73;Positive
107450.00;-0.77;0.07;0.83;Positive
107500.00;-0.68;0.00;0.76;Positive
107550.00;-0.63;0.03;0.75;Positive
107600.00;-0.70;0.02;0.77;Positive
107650.00;-0.73;0.05;0.83;Positive
107700.00;-0.87;0.06;0.92;Positive
107750.00;-0.67;0.08;0.92;Positive
107800.00;-0.60;-0.01;0.97;Positive
107850.00;-0.23;-0.02;0.89;Positive
107900.00;-0.08;0.09;0.64;Positive
107950.00;-0.04;-0.03;0.32;Positive
108000.00;1.29;-0.24;-0.77;Positive
108050.00;1.84;-0.36;-0.65;Positive
108100.00;0.56;-0.02;0.06;Positive
108150.00;1.15;-0.19;-0.16;Positive
108200.00;1.03;-0.18;-0.06;Positive
108250.00;1.03;-0.18;0.01;Positive
108300.00;1.15;-0.19;-0.03;Positive
108350.00;1.03;-0.14;0.09;Positive
108400.00;0.85;-0.07;0.31;Positive
108450.00;0.63;-0.08;0.41;Positive
108500.00;0.30;-0.04;0.41;Positive
108550.00;-0.70;0.01;0.57;Positive
108600.00;-1.25;0.10;0.96;Positive
108650.00;-1.18;0.13;1.03;Positive
108700.00;-0.57;-0.01;0.73;Positive
108750.00;-0.51;-0.01;0.74;Positive
108800.00;-0.73;0.07;0.81;Positive
108850.00;-0.65;0.02;0.76;Positive
108900.00;-0.58;0.02;0.77;Positive
108950.00;-0.67;0.01;0.81;Positive
109000.00;-0.68;0.02;0.80;Positive
109050.00;-0.62;0.00;0.80;Positive
109100.00;-0.71;0.04;0.89;Positive
109150.00;-0.66;0.04;0.87;Positive
109200.00;-0.65;0.00;0.93;Positive
109250.00;-0.51;0.01;0.96;Positive
109300.00;-0.31;0.01;1.04;Positive
109350.00;-0.36;0.08;0.92;Positive
109400.00;0.13;-0.04;-0.30;Positive
109450.00;1.11;-0.07;-0.42;Positive
109500.00;1.55;-0.22;-0.41;Positive
109550.00;1.02;-0.03;-0.07;Positive
109600.00;1.01;-0.17;-0.04;Positive
109650.00;1.08;-0.14;0.01;Positive
109700.00;0.99;-0.12;0.02;Positive
109750.00;1.10;-0.14;-0.02;Positive
109800.00;1.00;-0.07;0.13;Positive
109850.00;0.97;-0.13;0.24;Positive
109900.00;0.81;-0.08;0.38;Positive
109950.00;0.35;-0.04;0.34;Positive
110000.00;-0.63;-0.10;0.41;Positive
110050.00;-1.48;0.14;1.04;Positive
110100.00;-1.22;0.07;0.97;Positive
110150.00;-0.45;-0.06;0.71;Positive
110200.00;-0.45;-0.01;0.73;Positive
110250.00;-0.68;0.00;0.82;Positive
110300.00;-0.62;0.01;0.82;Positive
110350.00;-0.59;-0.02;0.78;Positive
110400.00;-0.64;-0.02;0.83;Positive
110450.00;-0.61;-0.03;0.82;Positive
110500.00;-0.60;-0.00;0.81;Positive
110550.00;-0.61;-0.00;0.83;Positive
110600.00;-0.63;-0.01;0.81;Positive
110650.00;-0.64;-0.01;0.79;Positive
110700.00;-0.62;0.00;0.80;Positive
110750.00;-0.64;-0.01;0.81;Positive
110800.00;-0.78;0.06;0.94;Positive
110850.00;-0.74;0.05;1.05;Positive
110900.00;-0.81;-0.05;1.16;Positive
110950.00;-0.65;-0.02;0.96;Positive
111000.00;-0.30;-0.04;-0.30;Positive
111050.00;1.56;-0.22;-1.09;Positive
111100.00;2.00;0.08;-0.48;Positive
111150.00;0.19;-0.03;0.19;Positive
111200.00;1.28;-0.02;-0.21;Positive
111250.00;1.24;-0.13;-0.12;Positive
111300.00;1.00;-0.02;0.05;Positive
111350.00;0.74;-0.04;0.34;Positive
111400.00;0.61;-0.05;0.45;Positive
111450.00;0.02;-0.12;0.59;Positive
111500.00;-0.60;-0.06;0.76;Positive
111550.00;-1.19;-0.08;1.08;Positive
111600.00;-0.83;-0.04;1.01;Positive
111650.00;-0.38;-0.13;0.83;Positive
111700.00;-0.46;-0.09;0.85;Positive
111750.00;-0.58;-0.10;0.83;Positive
111800.00;-0.50;-0.06;0.84;Positive
111850.00;-0.51;-0.05;0.85;Positive
111900.00;-0.53;-0.06;0.88;Positive
111950.00;-0.54;-0.05;0.88;Positive
112000.00;-0.56;-0.06;0.90;Positive
112050.00;-0.69;-0.05;0.94;Positive
112100.00;-0.51;-0.05;0.94;Positive
112150.00;-0.33;-0.02;0.99;Positive
112200.00;-0.26;-0.08;0.95;Positive
112250.00;-0.26;-0.02;1.08;Positive
112300.00;0.03;-0.05;0.85;Positive
112350.00;0.05;-0.05;0.30;Positive
112400.00;1.20;-0.02;-0.54;Positive
112450.00;1.93;-0.26;-0.74;Positive
112500.00;0.69;0.08;0.08;Positive
112550.00;0.98;-0.17;-0.07;Positive
112600.00;1.16;-0.13;-0.04;Positive
112650.00;1.04;-0.12;-0.01;Positive
112700.00;1.03;-0.08;0.12;Positive
112750.00;0.91;-0.09;0.24;Positive
112800.00;0.74;-0.06;0.39;Positive
112850.00;0.29;-0.12;0.50;Positive
112900.00;-0.50;-0.07;0.15;Positive
112950.00;-1.39;-0.16;0.99;Positive
113000.00;-1.15;-0.04;1.00;Positive
113050.00;-0.55;-0.11;0.78;Positive
113100.00;-0.42;-0.10;0.76;Positive
113150.00;-0.63;-0.08;0.79;Positive
113200.00;-0.65;-0.08;0.79;Positive
113250.00;-0.56;-0.08;0.80;Positive
113300.00;-0.62;-0.10;0.82;Positive
113350.00;-0.63;-0.11;0.83;Positive
113400.00;-0.63;-0.11;0.83;Positive
113450.00;-0.67;-0.07;0.85;Positive
113500.00;-0.64;-0.05;0.88;Positive
113550.00;-0.41;-0.09;0.78;Positive
113600.00;-0.52;-0.04;0.90;Positive
113650.00;-0.52;-0.03;0.94;Positive
113700.00;-0.46;-0.00;1.07;Positive
113750.00;-0.55;-0.08;1.13;Positive
113800.00;-0.24;-0.08;0.86;Positive
113850.00;0.11;0.43;-0.36;Positive
113900.00;1.11;-0.11;-0.64;Positive
113950.00;1.91;-0.08;-0.55;Positive
114000.00;0.78;0.04;0.13;Positive
114050.00;0.82;-0.07;0.05;Positive
114100.00;1.20;-0.13;-0.09;Positive
114150.00;0.94;-0.02;0.03;Positive
114200.00;1.11;-0.09;-0.03;Positive
114250.00;1.07;-0.07;0.04;Positive
114300.00;0.92;-0.07;0.21;Positive
114350.00;0.67;-0.02;0.34;Positive
114400.00;0.25;-0.01;0.52;Positive
114450.00;-0.71;-0.06;0.84;Positive
114500.00;-1.22;0.07;1.10;Positive
114550.00;-0.93;-0.09;0.88;Positive
114600.00;-0.45;-0.08;0.80;Positive
114650.00;-0.51;-0.04;0.82;Positive
114700.00;-0.57;-0.04;0.84;Positive
114750.00;-0.51;-0.04;0.81;Positive
114800.00;-0.57;-0.06;0.84;Positive
114850.00;-0.62;-0.04;0.89;Positive
114900.00;-0.57;-0.07;0.85;Positive
114950.00;-0.59;-0.03;0.89;Positive
115000.00;-0.69;-0.03;0.93;Positive
115050.00;-0.66;-0.01;0.95;Positive
115100.00;-0.47;0.01;1.00;Positive
115150.00;-0.24;-0.03;0.94;Positive
115200.00;-0.30;-0.02;0.95;Positive
115250.00;-0.36;0.05;0.33;Positive
115300.00;1.29;-0.05;-1.00;Positive
115350.00;2.00;-0.03;-0.70;Positive
115400.00;0.62;0.19;0.05;Positive
115450.00;0.96;-0.14;-0.06;Positive
115500.00;1.20;-0.14;-0.10;Positive
115550.00;1.05;-0.06;-0.01;Positive
115600.00;0.97;-0.04;0.16;Positive
115650.00;0.83;-0.06;0.28;Positive
115700.00;0.74;-0.06;0.25;Positive
115750.00;0.24;-0.14;0.10;Positive
115800.00;-1.51;-0.14;0.54;Positive
115850.00;-1.92;-0.08;1.22;Positive
115900.00;-0.63;-0.09;0.73;Positive
115950.00;-0.30;-0.21;0.63;Positive
116000.00;-0.59;-0.05;0.82;Positive
116050.00;-0.70;-0.09;0.80;Positive
116100.00;-0.59;-0.07;0.81;Positive
116150.00;-0.56;-0.09;0.79;Positive
116200.00;-0.69;-0.10;0.85;Positive
116250.00;-0.80;-0.03;0.99;Positive
116300.00;-0.68;-0.07;1.00;Positive
116350.00;-0.86;-0.12;1.02;Positive
116400.00;-0.42;-0.00;0.59;Positive
116450.00;0.48;0.00;-0.65;Positive
116500.00;1.65;-0.36;-0.84;Positive
116550.00;1.13;-0.05;-0.10;Positive
116600.00;0.69;-0.17;0.02;Positive
116650.00;1.19;-0.24;-0.21;Positive
116700.00;0.90;-0.09;0.00;Positive
116750.00;1.05;-0.15;-0.06;Positive
116800.00;1.07;-0.15;-0.06;Positive
116850.00;1.10;-0.14;0.00;Positive
116900.00;1.03;-0.12;0.17;Positive
116950.00;0.91;-0.11;0.23;Positive
117000.00;0.46;0.02;0.39;Positive
117050.00;-0.02;-0.11;0.48;Positive
117100.00;-0.92;-0.03;0.80;Positive
117150.00;-1.23;0.07;1.12;Positive
117200.00;-0.78;-0.04;0.89;Positive
117250.00;-0.37;-0.09;0.78;Positive
117300.00;-0.57;-0.01;0.84;Positive
117350.00;-0.60;-0.02;0.83;Positive
117400.00;-0.52;-0.01;0.84;Positive
117450.00;-0.54;-0.02;0.86;Positive
117500.00;-0.59;-0.04;0.85;Positive
117550.00;-0.60;-0.04;0.89;Positive
117600.00;-0.69;-0.07;0.91;Positive
117650.00;-0.61;0.03;1.06;Positive
117700.00;-0.56;-0.02;1.07;Positive
117750.00;-0.36;-0.04;1.01;Positive
117800.00;-0.27;-0.17;-0.13;Positive
117850.00;1.62;-0.22;-0.81;Positive
117900.00;1.55;-0.19;-0.29;Positive
117950.00;0.42;0.08;0.28;Positive
118000.00;1.28;-0.13;-0.17;Positive
118050.00;1.10;-0.15;-0.01;Positive
118100.00;1.04;-0.14;0.08;Positive
118150.00;1.08;-0.12;0.12;Positive
118200.00;0.89;-0.05;0.27;Positive
118250.00;0.61;0.02;0.54;Positive
118300.00;0.26;-0.15;0.50;Positive
118350.00;-0.29;-0.06;0.58;Positive
118400.00;-0.97;-0.03;1.15;Positive
118450.00;-1.07;-0.05;1.14;Positive
118500.00;-0.46;-0.12;0.87;Positive
118550.00;-0.26;-0.08;0.83;Positive
118600.00;-0.50;-0.07;0.87;Positive
118650.00;-0.54;-0.04;0.90;Positive
118700.00;-0.45;-0.08;0.91;Positive
118750.00;-0.46;-0.07;0.91;Positive
118800.00;-0.46;-0.06;0.88;Positive
118850.00;-0.58;-0.05;0.90;Positive
118900.00;-0.56;-0.04;0.93;Positive
118950.00;-0.62;-0.05;0.98;Positive
119000.00;-0.72;-0.01;1.20;Positive
119050.00;-0.72;-0.17;0.97;Positive
119100.00;-0.10;-0.02;0.17;Positive
119150.00;1.34;-0.05;-0.37;Positive
119200.00;1.59;-0.12;-0.42;Positive
119250.00;0.73;0.06;0.13;Positive
119300.00;0.98;-0.12;0.06;Positive
119350.00;1.11;-0.17;0.07;Positive
119400.00;0.96;-0.11;0.20;Positive
119450.00;1.10;-0.16;0.08;Positive
119500.00;1.04;-0.05;0.19;Positive
119550.00;0.96;-0.12;0.26;Positive
119600.00;0.79;-0.04;0.40;Positive
119650.00;0.40;-0.02;0.61;Positive
119700.00;-0.04;-0.11;0.72;Positive
119750.00;-0.66;0.10;0.68;Positive
119800.00;-1.03;0.04;0.99;Positive
119850.00;-0.98;0.05;1.04;Positive
119900.00;-0.46;-0.05;0.80;Positive
119950.00;-0.33;-0.02;0.85;Positive
120000.00;-0.50;-0.02;0.86;Positive
120050.00;-0.51;-0.01;0.88;Positive
120100.00;-0.51;-0.01;0.87;Positive
120150.00;-0.55;-0.01;0.88;Positive
120200.00;-0.55;-0.01;0.90;Positive
120250.00;-0.58;0.00;0.95;Positive
120300.00;-0.67;0.00;1.08;Positive
120350.00;-0.55;-0.02;1.06;Positive
120400.00;-0.27;0.01;0.80;Positive
120450.00;0.13;-0.03;0.61;Positive
120500.00;0.74;-0.10;-0.03;Positive
120550.00;1.50;-0.28;-0.39;Positive
120600.00;1.16;-0.15;-0.06;Positive
120650.00;0.77;-0.09;0.14;Positive
120700.00;1.09;-0.18;-0.02;Positive
120750.00;1.04;-0.14;0.03;Positive
120800.00;1.09;-0.18;-0.02;Positive
120850.00;1.04;-0.13;0.09;Positive
120900.00;0.95;-0.09;0.25;Positive
120950.00;0.75;-0.07;0.44;Positive
121000.00;0.48;-0.14;0.53;Positive
121050.00;-0.06;-0.15;0.72;Positive
121100.00;-0.71;-0.11;0.99;Positive
121150.00;-0.98;-0.06;1.13;Positive
121200.00;-0.65;-0.09;0.98;Positive
121250.00;-0.31;-0.09;0.87;Positive
121300.00;-0.36;-0.09;0.89;Positive
121350.00;-0.47;-0.07;0.96;Positive
121400.00;-0.41;-0.11;0.87;Positive
121450.00;-0.46;-0.09;0.94;Positive
121500.00;-0.46;-0.09;0.93;Positive
121550.00;-0.42;-0.10;0.92;Positive
121600.00;-0.42;-0.07;0.93;Positive
121650.00;-0.43;-0.07;0.91;Positive
121700.00;-0.45;-0.07;0.94;Positive
121750.00;-0.48;-0.08;0.99;Positive
121800.00;-0.72;-0.09;1.07;Positive
121850.00;-0.48;-0.05;1.05;Positive
121900.00;-0.23;-0.10;0.94;Positive
121950.00;-0.54;-0.00;0.63;Positive
122000.00;0.91;0.06;-0.81;Positive
122050.00;2.00;-0.31;-1.05;Positive
122100.00;0.79;0.32;0.20;Positive
122150.00;0.65;-0.20;-0.05;Positive
122200.00;1.41;-0.08;-0.16;Positive
122250.00;1.14;-0.08;-0.04;Positive
122300.00;0.93;-0.04;0.14;Positive
122350.00;0.76;-0.04;0.34;Positive
122400.00;0.49;-0.10;0.45;Positive
122450.00;-0.15;-0.14;0.50;Positive
122500.00;-1.04;-0.10;0.77;Positive
122550.00;-1.33;-0.06;1.09;Positive
122600.00;-0.70;-0.09;0.86;Positive
122650.00;-0.36;-0.13;0.75;Positive
122700.00;-0.58;-0.07;0.83;Positive
122750.00;-0.60;-0.09;0.83;Positive
122800.00;-0.56;-0.09;0.83;Positive
122850.00;-0.57;-0.08;0.84;Positive
122900.00;-0.59;-0.10;0.85;Positive
122950.00;-0.57;-0.10;0.87;Positive
123000.00;-0.63;-0.08;0.90;Positive
123050.00;-0.72;-0.11;0.94;Positive
123100.00;-0.70;-0.07;1.08;Positive
123150.00;-0.36;-0.09;0.98;Positive
123200.00;-0.25;-0.08;0.70;Positive
123250.00;0.31;-0.01;0.27;Positive
123300.00;1.02;-0.02;-0.41;Positive
123350.00;1.99;-0.22;-0.71;Positive
123400.00;0.65;0.20;0.16;Positive
123450.00;0.98;-0.10;-0.10;Positive
123500.00;1.15;-0.06;-0.04;Positive
123550.00;1.04;-0.07;-0.01;Positive
123600.00;1.04;-0.03;0.14;Positive
123650.00;0.85;-0.07;0.30;Positive
123700.00;0.69;-0.03;0.42;Positive
123750.00;0.28;-0.05;0.60;Positive
123800.00;-0.35;-0.13;0.74;Positive
123850.00;-1.00;0.04;0.97;Positive
123900.00;-1.01;0.02;1.06;Positive
123950.00;-0.61;-0.06;0.88;Positive
124000.00;-0.44;-0.08;0.82;Positive
124050.00;-0.55;-0.02;0.87;Positive
124100.00;-0.53;-0.07;0.82;Positive
124150.00;-0.52;-0.01;0.86;Positive
124200.00;-0.57;-0.04;0.86;Positive
124250.00;-0.56;-0.03;0.88;Positive
124300.00;-0.54;-0.05;0.86;Positive
124350.00;-0.75;-0.00;0.99;Positive
124400.00;-0.73;0.05;1.09;Positive
124450.00;-0.74;0.02;1.02;Positive
124500.00;-0.56;0.01;0.37;Positive
124550.00;0.73;-0.00;-0.93;Positive
124600.00;2.00;-0.49;-1.56;Positive
124650.00;0.49;0.40;0.26;Positive
124700.00;0.86;-0.25;-0.11;Positive
124750.00;1.26;-0.13;-0.14;Positive
124800.00;1.03;-0.09;-0.04;Positive
124850.00;1.06;-0.10;0.03;Positive
124900.00;0.98;-0.07;0.22;Positive
124950.00;0.86;-0.06;0.38;Positive
125000.00;0.64;-0.04;0.61;Positive
125050.00;0.27;-0.08;0.73;Positive
125100.00;-0.12;-0.05;0.79;Positive
125150.00;-0.55;0.07;0.91;Positive
125200.00;-0.95;-0.07;1.12;Positive
125250.00;-0.65;-0.02;0.97;Positive
125300.00;-0.38;-0.07;0.90;Positive
125350.00;-0.43;-0.03;0.91;Positive
125400.00;-0.49;-0.04;0.89;Positive
125450.00;-0.46;-0.04;0.92;Positive
125500.00;-0.47;-0.03;0.92;Positive
125550.00;-0.48;-0.06;0.94;Positive
125600.00;-0.46;-0.06;0.91;Positive
125650.00;-0.45;-0.04;0.93;Positive
125700.00;-0.65;-0.02;1.03;Positive
125750.00;-0.31;-0.03;0.99;Positive
125800.00;-0.32;-0.03;1.07;Positive
125850.00;-0.23;-0.02;1.00;Positive
125900.00;0.18;-0.04;0.65;Positive
125950.00;0.44;-0.02;0.31;Positive
126000.00;0.86;0.01;-0.32;Positive
126050.00;1.99;-0.28;-0.83;Positive
126100.00;0.70;0.20;0.05;Positive
126150.00;0.89;-0.21;-0.04;Positive
126200.00;1.28;-0.14;-0.12;Positive
126250.00;1.08;-0.13;0.00;Positive
126300.00;0.91;-0.05;0.22;Positive
126350.00;0.77;-0.10;0.42;Positive
126400.00;0.62;-0.08;0.59;Positive
126450.00;0.43;-0.12;0.66;Positive
126500.00;-0.12;-0.06;0.80;Positive
126550.00;-0.60;0.02;0.98;Positive
126600.00;-0.92;-0.02;1.06;Positive
126650.00;-0.64;-0.08;0.93;Positive
126700.00;-0.36;-0.05;0.88;Positive
126750.00;-0.47;-0.06;0.89;Positive
126800.00;-0.48;-0.04;0.92;Positive
126850.00;-0.43;-0.05;0.90;Positive
126900.00;-0.45;-0.05;0.88;Positive
126950.00;-0.49;-0.04;0.91;Positive
127000.00;-0.48;-0.06;0.93;Positive
127050.00;-0.39;-0.10;0.92;Positive
127100.00;-0.43;-0.05;0.99;Positive
127150.00;-0.47;-0.05;1.00;Positive
127200.00;-0.48;0.01;1.06;Positive
127250.00;-0.22;-0.07;0.94;Positive
127300.00;-0.28;-0.05;1.01;Positive
127350.00;-0.30;0.02;0.84;Positive
127400.00;0.31;-0.12;-0.32;Positive
127450.00;1.60;-0.09;-0.65;Positive
127500.00;1.48;-0.10;-0.49;Positive
127550.00;0.56;-0.03;-0.03;Positive
127600.00;1.20;-0.12;-0.23;Positive
127650.00;1.05;-0.07;-0.14;Positive
127700.00;0.95;-0.10;-0.06;Positive
127750.00;1.02;-0.11;0.01;Positive
127800.00;1.04;-0.10;0.09;Positive
127850.00;0.95;-0.09;0.25;Positive
127900.00;0.86;-0.05;0.44;Positive
127950.00;0.58;-0.10;0.60;Positive
128000.00;0.34;-0.02;0.71;Positive
128050.00;-0.36;-0.04;0.93;Positive
128100.00;-0.66;-0.06;1.06;Positive
128150.00;-0.63;-0.05;1.04;Positive
128200.00;-0.36;-0.08;0.94;Positive
128250.00;-0.40;-0.05;0.94;Positive
128300.00;-0.55;-0.14;1.13;Positive
128350.00;-0.34;-0.06;0.94;Positive
128400.00;-0.41;-0.06;0.93;Positive
128450.00;-0.44;-0.09;0.90;Positive
128500.00;-0.39;-0.07;0.92;Positive
128550.00;-0.40;-0.06;0.92;Positive
128600.00;-0.41;-0.07;0.94;Positive
128650.00;-0.39;-0.06;0.96;Positive
128700.00;-0.46;-0.13;0.96;Positive
128750.00;-0.47;-0.05;1.03;Positive
128800.00;-0.45;-0.12;0.96;Positive
128850.00;-0.52;0.03;1.14;Positive
128900.00;-0.38;-0.07;0.93;Positive
128950.00;-0.08;-0.10;0.09;Positive
129000.00;1.40;-0.06;-0.75;Positive
129050.00;1.66;-0.04;-0.48;Positive
129100.00;0.69;0.12;-0.03;Positive
129150.00;1.01;-0.04;-0.20;Positive
129200.00;1.11;-0.03;-0.15;Positive
129250.00;1.02;-0.06;-0.10;Positive
129300.00;1.06;-0.05;-0.06;Positive
129350.00;1.14;-0.04;-0.09;Positive
129400.00;1.04;-0.02;0.07;Positive
129450.00;0.87;0.01;0.29;Positive
129500.00;0.73;0.01;0.56;Positive
129550.00;0.56;-0.12;0.66;Positive
129600.00;0.25;-0.01;0.73;Positive
129650.00;-0.29;-0.15;0.82;Positive
129700.00;-0.76;-0.07;1.03;Positive
129750.00;-0.79;-0.02;0.99;Positive
129800.00;-0.63;-0.09;0.92;Positive
129850.00;-0.41;-0.09;0.85;Positive
129900.00;-0.48;-0.08;0.88;Positive
129950.00;-0.52;-0.08;0.86;Positive
130000.00;-0.52;-0.06;0.87;Positive
130050.00;-0.53;-0.08;0.89;Positive
130100.00;-0.52;-0.08;0.88;Positive
130150.00;-0.52;-0.07;0.88;Positive
130200.00;-0.53;-0.07;0.88;Positive
130250.00;-0.62;-0.05;0.94;Positive
130300.00;-0.64;-0.06;1.06;Positive
130350.00;-0.60;-0.12;0.92;Positive
130400.00;-0.54;-0.04;1.16;Positive
130450.00;-0.36;-0.10;0.09;Positive
130500.00;0.90;0.11;-1.12;Positive
130550.00;2.00;-0.23;-0.78;Positive
130600.00;0.31;0.42;0.12;Positive
130650.00;1.08;-0.07;-0.17;Positive
130700.00;1.23;-0.10;-0.20;Positive
130750.00;0.99;0.01;0.00;Positive
130800.00;0.99;0.02;0.15;Positive
130850.00;0.86;0.01;0.28;Positive
130900.00;0.53;-0.04;0.41;Positive
130950.00;-0.14;-0.13;0.46;Positive
131000.00;-1.07;-0.08;0.97;Positive
131050.00;-1.38;-0.07;1.16;Positive
131100.00;-0.49;-0.09;0.82;Positive
131150.00;-0.31;-0.11;0.78;Positive
131200.00;-0.54;-0.04;0.87;Positive
131250.00;-0.57;-0.06;0.86;Positive
131300.00;-0.50;-0.04;0.84;Positive
131350.00;-0.52;-0.05;0.85;Positive
131400.00;-0.56;-0.05;0.89;Positive
131450.00;-0.50;-0.06;0.87;Positive
131500.00;-0.53;-0.05;0.88;Positive
131550.00;-0.52;-0.04;0.90;Positive
131600.00;-0.54;-0.05;0.92;Positive
131650.00;-0.56;-0.06;0.95;Positive
131700.00;-0.57;-0.00;1.06;Positive
131750.00;-0.31;-0.08;0.99;Positive
131800.00;-0.23;-0.03;0.96;Positive
131850.00;-0.09;-0.05;0.66;Positive
131900.00;0.84;-0.08;-0.09;Positive
131950.00;1.47;-0.06;-0.33;Positive
132000.00;1.35;-0.13;-0.34;Positive
132050.00;0.63;-0.00;0.12;Positive
132100.00;1.20;-0.13;-0.19;Positive
132150.00;1.20;-0.08;-0.08;Positive
132200.00;0.98;-0.09;0.11;Positive
132250.00;0.80;-0.03;0.33;Positive
132300.00;0.60;-0.04;0.35;Positive
132350.00;-0.14;-0.13;0.41;Positive
132400.00;-1.01;0.07;0.80;Positive
132450.00;-1.43;0.03;1.10;Positive
132500.00;-0.73;-0.05;0.82;Positive
132550.00;-0.42;-0.09;0.73;Positive
132600.00;-0.60;-0.01;0.83;Positive
132650.00;-0.62;-0.02;0.83;Positive
132700.00;-0.59;-0.03;0.82;Positive
132750.00;-0.63;-0.04;0.82;Positive
132800.00;-0.63;-0.07;0.83;Positive
132850.00;-0.62;-0.05;0.81;Positive
132900.00;-0.61;-0.04;0.83;Positive
132950.00;-0.67;-0.03;0.82;Positive
133000.00;-0.72;0.01;0.96;Positive
133050.00;-0.63;-0.03;0.87;Positive
133100.00;-0.64;0.00;1.02;Positive
133150.00;-0.35;-0.06;0.93;Positive
133200.00;-0.10;-0.05;0.85;Positive
133250.00;0.36;-0.05;0.63;Positive
133300.00;0.59;0.02;0.34;Positive
133350.00;1.15;-0.01;-0.17;Positive
133400.00;1.38;-0.12;-0.43;Positive
133450.00;0.84;0.05;0.02;Positive
133500.00;1.02;-0.09;-0.10;Positive
133550.00;1.07;-0.06;-0.01;Positive
133600.00;1.02;-0.07;0.00;Positive
133650.00;1.02;-0.06;0.08;Positive
133700.00;0.98;-0.06;0.20;Positive
133750.00;0.90;-0.01;0.36;Positive
133800.00;0.62;-0.04;0.47;Positive
133850.00;0.17;-0.11;0.44;Positive
133900.00;-1.04;-0.14;0.96;Positive
133950.00;-1.23;0.05;1.07;Positive
134000.00;-0.90;0.01;0.93;Positive
134050.00;-0.39;-0.11;0.75;Positive
134100.00;-0.51;-0.01;0.85;Positive
134150.00;-0.61;-0.04;0.86;Positive
134200.00;-0.55;-0.04;0.83;Positive
134250.00;-0.60;-0.04;0.83;Positive
134300.00;-0.63;-0.05;0.85;Positive
134350.00;-0.58;-0.05;0.83;Positive
134400.00;-0.58;-0.04;0.85;Positive
134450.00;-0.59;-0.05;0.85;Positive
134500.00;-0.76;-0.02;0.95;Positive
134550.00;-0.66;-0.00;1.01;Positive
134600.00;-0.61;-0.06;1.02;Positive
134650.00;-0.63;-0.01;0.91;Positive
134700.00;0.08;-0.08;-0.27;Positive
134750.00;1.43;-0.10;-0.69;Positive
134800.00;1.93;-0.32;-0.71;Positive
134850.00;0.51;0.06;0.21;Positive
134900.00;1.08;-0.20;-0.03;Positive
134950.00;1.29;-0.22;-0.02;Positive
135000.00;1.01;-0.16;0.10;Positive
135050.00;0.71;-0.10;0.34;Positive
135100.00;0.35;-0.09;0.54;Positive
135150.00;-0.13;-0.19;0.50;Positive
135200.00;-0.86;-0.05;0.83;Positive
135250.00;-1.26;0.02;1.14;Positive
135300.00;-0.75;-0.06;0.91;Positive
135350.00;-0.34;-0.13;0.77;Positive
135400.00;-0.50;-0.05;0.83;Positive
135450.00;-0.65;-0.06;0.86;Positive
135500.00;-0.55;-0.06;0.82;Positive
135550.00;-0.54;-0.06;0.84;Positive
135600.00;-0.61;-0.08;0.87;Positive
135650.00;-0.56;-0.08;0.85;Positive
135700.00;-0.59;-0.07;0.85;Positive
135750.00;-0.61;-0.05;0.89;Positive
135800.00;-0.69;-0.08;0.92;Positive
135850.00;-0.52;-0.03;0.99;Positive
135900.00;-0.51;-0.03;1.06;Positive
135950.00;-0.44;-0.07;0.96;Positive
136000.00;0.02;-0.01;0.22;Positive
136050.00;0.83;0.06;-0.37;Positive
136100.00;2.00;-0.23;-0.86;Positive
136150.00;0.65;0.15;0.26;Positive
136200.00;0.81;-0.17;-0.04;Positive
136250.00;1.32;-0.15;-0.08;Positive
136300.00;1.10;-0.11;-0.02;Positive
136350.00;0.98;-0.13;0.13;Positive
136400.00;0.86;-0.09;0.30;Positive
136450.00;0.61;-0.11;0.54;Positive
